Verse,Text
1,"Taku Solomon fʼe̩wñ ana che ñwu Fero onu Ijipti, i la mʼo̩ma Fero du, oñ i mʼowñ du wʼewo Defid, gbogbo tak i fʼunyi e-wñ ko̩ kpa kpʼunyi Jihofa kpʼaku ki le Je̩rusale̩m daka. "
2,Ama amone̩-wñ jo̩ achʼiche̩bo̩ oj otete otete ki gbo̩gba todabu ki ma nʼunyi du ku ma ko̩ tod odu Jihofa gbogbo wʼo̩jo̩ le̩ ta n.
3,"So̩lo̩mo̩n la fe̩do̩ Jihofa, i nalule̩ teju e̩wñ uhio̩me̩ Defid, ata-wñ; i muda nʼiche̩bo̩ ache kpai otulale agujo oj otete otete le̩. "
4,Tak onu nyi Gibeo̩n kʼi chʼiche̩bo̩ o̩mo̩; todu o̩mo̩ le̩ chʼotete ki to̩gba: So̩lo̩mo̩n kʼe̩wñ iche̩bo̩ e̩gujo icham nyʼo̩gwo̩ko̩ wa che oj ubo̩ iche̩bo̩ e-le̩. 
5,"Jihofa kwotejugede ñwu So̩lo̩mo̩n Gibeon ef o̩na kʼi na odu; oñ O̩jo̩ kakini, Bi mi e̩wñ kʼu nadu ñw e̩. "
6,"Taku So̩lo̩mo̩n kakini, Uwe̩ dʼufe̩de̩nyo̩ nana dufu ñw adu-we̩ Defid ata-mi, teju alu kʼi lule̩ o̩gba-we̩ ef ochochi kpʼef o̩kpakpa kpʼalu kʼe̩do̩-wñ chʼokpoko ugbo we̩; uwe̩ ño̩ fʼufe̩de̩nyo̩ lile-i de tod uwñ ge̩, owñ chʼo̩ma kʼe̩ du ñw u kʼi gugu oj ede-wñ, alu ki de̩ eñni-i. "
7,"I chʼifai, O Jihofa, O̩jo̩-mi, uwe̩ mʼadu-we̩-i du chʼonu koji Defid ata-mi me̩; omi la chʼimo̩to̩ re ofo; u ma eledufu kpai edabi wa n. "
8,"Adu-we̩-i la dʼalumeji amone̩-we̩ e-kʼe̩ chi ñw o̩la-we̩-i, amone̩ inaina, kʼuwewe-ma ma nʼaluka n, ki ma jʼalo n. "
9,"Todule̩ e̩ nadʼe̩do̩ ki agbʼo̩la ñw adu-we̩-i kʼi kajo̩ amone̩-we̩, todu kʼi mʼojoji e̩nyo̩ kpai e̩bie̩ne̩; todu e̩ne̩ bo̩jo̩ kʼi akajo̩ amone̩-we̩ ki wewe-i?"
10,"Oñ o̩la le̩ chenyo̩ Jihofa eju, abu ki So̩lo̩mo̩n bi e̩wñ le̩. "
11,"Tak O̩jo̩ ka ñw u kakini, Todabu kʼe̩ fʼe̩wñ-i bi mi, kʼe̩ ma la bi e̩wñ o̩la-we̩ kʼojo̩lugbo-we̩ ki kpo̩kpe̩ n, e̩ la bi e̩wñ anana tod o̩la-we̩ n, e̩ la bi oji ame̩nebi-we̩ n, chai ibe e̩ bi todu kʼe̩ ma oji ajo̩ kʼe̩ ka; "
12,"go, omi che alu kʼe̩ ka me̩: go, u mʼe̩do̩ ibe kpai e-ki amʼoji o̩la du ñw e̩, todabe̩le̩ i nʼe̩ne̩ du kʼi dab uwe̩ o̩gba tak e̩ wa n, i la anʼe̩ne̩ du kʼi akwane̩ kʼi adab uwe̩ ubi-we̩ ge̩ n. "
13,"Omi laño̩ mʼe̩wñ kʼe̩ ma bi n du ñw e̩ ge̩, tʼe̩wñ anana, tʼojima; todabe̩le̩ i anʼe̩ne̩ du ef amonu kʼi adab uwe̩ gbogbo tak e̩ ku n. "
14,"I la che̩wñ kʼe̩ jʼalule̩ o̩na e-mi, kʼe̩ fʼe̩wñ uhio̩me̩-mi de, kpʼuko̩ uko̩ kʼu te̩, alu kʼata-we̩ Defid lule̩ le̩, mak u naje̩ ñw olugbo-we̩ ki nyʼo̩gba."
15,"Taku So̩lo̩mo̩n mʼolu ji; e̩ la go, o̩na ena i che: oñ i lewa Je̩rusale̩m, i la kwodago o̩gba akpati alo e-Jihofa, oñ i kʼe̩wñ iche̩bo̩ e̩gujo wache, kpʼe̩wñ iche̩bo̩ ure̩do̩, oñ i fʼo̩je̩ uyo̩ hi ñw abuko̩lo̩-wñ chaka."
16,"Tak abobule̩ meji ku ma chʼamajo̩ko̩ lewa ugbo onu, oñ ma kwodago o̩gba-wñ. "
17,"Tak onobule̩ ejodudu kakini, Keka, odu-mi, omi kpai onobule̩-i jʼunyiʼka; omi fʼo̩ma bi ugbo-wñ ef unyi le̩. "
18,"Oñ i lewatu o̩jo̩ e̩ke̩ta kʼu bi o̩ma le̩, kʼonobule̩-i ño̩ bi o̩ma ge̩. Oñ a ajo̩ kpʼo̩la-wa o̩mo̩; e̩nomune̩ du dʼef unyi le̩ kpʼawa n, chai awa meji kate jʼef unyi le̩. "
19,"Tak o̩ma onobule̩-i leku odu, todabu kʼi dachi nʼo. "
20,"Tak i kwane̩ alumeji odu, amʼo̩ma-mi e̩ne̩ke̩le̩ du kwʼakolo-mi abu kʼadu-we̩ onobule̩-i alolu, oñ i mʼu du dachi agbe̩do̩-wñ, i la dʼo̩ma-wñ ki ku le̩ dachi agbe̩do̩ e-mi. "
21,"Tak e̩gba kʼu kwane̩ odudu kʼu dʼe̩nya ñw o̩ma-mi ñmo̩, go, i mud oku one̩ te̩; ama e̩gba kʼu fʼo̩la-wñ go odudu, go, i chʼo̩ma-mi e̩ne̩ke̩le̩ kʼu bi le̩ de̩ n. "
22,"Tak onobule̩ ekeji kakini, O̩da; chai e-kʼi deju chʼo̩ma-mi, e-kʼi ku la chʼo̩ma e-we̩. Tak e-i kakini, O̩da; chai e-kʼi ku chʼo̩ma e-we̩, oñ e-kʼi deju chʼo̩ma e-mi. Abe̩le̩ ma jʼaka o̩gba onu le̩."
23,"Tak onu kakini, E̩ne̩ʼka aka kakini, O̩ma e̩ne̩ke̩le̩ kʼi deju-i chʼe-mi, oñ o̩ma e-we̩ ku le̩; ekeji la aka kakini, O̩da; todu e-kʼi ku chʼo̩ma-we̩, o̩ma-mi la chʼe-kʼi deju. "
24,"Tak onu kakini, Mʼo̩kwo̩chageli du wa ñwu mi. Oñ ma mʼo̩kwo̩chageli du wa o̩gba onu o̩mo̩. "
25,"Tak onu kakini, Fʼo̩ma ki deju le̩ ko̩da meji, kʼe̩ la mʼojiʼka du ñw e̩ne̩ʼka, kʼe̩ mʼojiʼka du ñw e̩ne̩ ekeji. "
26,"Tak onobule̩ e-kʼo̩ma ki deju le̩ chʼe-wñ kʼo̩la ñw onu todabu kʼo̩ma-wñ e̩ne̩ke̩le̩ chemʼo̩ e̩do̩, oñ i kakini, Keka, odu-mi, mʼudeju o̩ma-i du ñw u, i la nʼugbo du kʼe̩ kpa n. Ama e̩ne̩ ekeji kakini, Tʼorm, tʼuwe̩ ane̩ n; fʼu ko̩da meji. "
27,"Tak onu dohi kakini, Mʼo̩ma ki deju le̩ du ñw e̩ne̩-i, i nʼugbo du kʼe̩ dʼu kpa n; owñ chʼiye-wñ. "
28,"Oñ abo Israe̩l chaka gbʼinabali ajo̩ kʼonu ka le̩; taku ma kworailo onu; todu ma cheli ka kʼibe O̩jo̩ dʼef uwñ, kʼi akajo̩ o̩kpakpa."
