Verse,Text
1,"Tak a murida, oñ a mute̩gu le rʼo̩na Beshan; tak O̩g, onu Beshan, ko dufu okobʼuwa, owñ kpai abo-wñ chaka wa ku ma jogu kpai awa E̩drei. "
2,"Taku Jihofa ka ñwu mi kakini, E̩ ki railo owñ n; todu u mʼowñ kpai amone̩-wñ chaka kpai ane̩-wñ ko nyʼuwe̩ o̩wo̩ me̩; uwe̩ la achʼowñ alu kʼe̩ che Siho̩n, onu abo Amo̩r, kʼi dodo He̩shbo̩n le̩. "
3,"Abe̩le̩ Jihofa O̩jo̩-wa, ño̩ mu O̩g, onu Beshan, kpai amone̩-wñ chaka ko nyʼuwa o̩wo̩ ge̩; tak a fʼu gwoda gbogbo tak e̩ne̩ du ma ño̩ bo̩ ñw u ge̩ n. "
4,"A la mʼewo-wñ chaka ko iko le̩; ewo okate kʼa ma bʼuma gba n do̩mo̩ n; ewo-wñ chʼo̩gbo̩ me̩ta, kpai ane̩ du ki le Argo̩b daka, owñ chʼojane̩ O̩g Beshan. "
5,Ewo-i chaka chenʼo̩kpe̩ kpai aku ki gbo̩gba kpai e̩wñ uro̩na kpai oli ugbo̩lo̩ ku ma ko kofida-wñ; manyʼadogbe adogbe wewe ki ma nʼaku n. 
6,"Oñ a mʼuma kojo̩ ñw O̩jo̩ chaka, alu kʼa che Siho̩n onu He̩shbo̩n, a mʼewo du kʼone̩ jʼefu-wñ kojo̩ ñw O̩jo̩ hioko manyʼaboke̩le̩ kpai abobule̩ kpai abo-ma egini. "
7,"Ama ame̩la-ma abe̩re̩me̩le̩ du kpai ane̩ kʼogu je̩ ewo ewo, e-le̩ a muko chʼe̩wñ aluje̩ ñw o̩la-wa. "
8,"Abe̩le̩ a bʼamonu Amo̩r meji ku ma jʼejudaba Jo̩rdan gbʼane̩, akwo ukpolo Arno̩n gbogbo wa uwo He̩rmo̩n, "
9,"(abo Saido̩n la do̩ He̩rmo̩n le̩ ko̩ Sirion, oñ abo Amo̩r dʼo̩ ko̩ Senir), "
10,"owñ chʼewo ewo egbili le̩ chaka kpai Gilead chaka kpai Beshan chaka gbogbo wa Saleka kpai E̩drei, kʼi chʼewo ewo ojane̩ O̩g Beshan. "
11,"(Todu O̩g onu Beshan kate bo̩ ef e̩bo̩bo̩ abo Refaim; go, ate̩-wñ chʼate̩ ebije; e-le̩ de̩ Raba e-amo̩ma Amo̩n in? ujiji-wñ chʼohibo̩wo̩ me̩la, unula-wñ la chʼohibo̩wo̩ me̩le̩, alu kʼohibo̩wo̩ e-one̩ de̩.)"
12,"A mʼane̩ le̩ gba kʼa ne̩ iko le̩. Akwo Aroe̩r e-ki dʼo̩la ukpolo Amo̩n le̩ kpai ukpe̩reji ane̩-uwo e-Gilead kpai ewo ewo-wñ, u mʼu ko ñw abo Rube̩n kpai abo Gad; "
13,"tak ane̩ Gilead kibo̩, kpai o̩chaka ane̩ Beshan, ojane̩ O̩g le̩, owñ chʼane̩ ki le Argo̩b daka du, u muko ñw ukpe̩reji abo o̩lo̩pu Manasa. (Ma la do̩ o̩chaka ane̩ Beshan ko̩ ane̩ Refaim. "
14,"Jair o̩ma Manasa mʼojane̩ Argo̩b chaka gba, gbogbo wʼalo̩me̩ abo Ge̩shur kpai abo Maakat, oñ i du Beshan hi odu o̩la-wñ ko̩ Hafo̩t-jair, gbogbo tʼeñini.) "
15,U la mu Gilead du ñwu Machir. 
16,"Oñ u mʼane̩ akwo Gilead gbogbo wʼukpolo Amo̩n ko ñw abo Rube̩n kpai abo Gad, alumeji ukpolo le̩ chʼalo̩me̩-wñ gbogbo wa ukpolo Jabo̩k, kʼi chʼalo̩me̩ ane̩ abo Amo̩n le̩; "
17,"Araba ge̩ kpai Jo̩rdan kpai alo̩me̩-wñ, akwo Chine̩re̩t"
18,"Oñ u ñwa ñwu me̩ iko le̩ kakini, Jihofa, O̩jo̩-me̩, mʼane̩-i chaka ko ñwu me̩ ku me̩ ne̩; e̩ne̩ du efu-me̩ ku me̩ gbiti bʼogu jo̩ ki fʼo̩la ogu ji adaba rʼamo̩maye-me̩, amo̩ma Israe̩l-i, o̩gba. "
19,"Chai amo̩ya-me̩ kpai abo-me̩ egini kpai ame̩wñukpa-me̩ u chema ka kʼame̩ nʼame̩wñukpa nana abo e-le̩ ajʼewo ewo-me̩ kʼomi ko ñwu me̩ le̩, "
20,"gbogbo taku Jihofa ki dʼuñmi ñw amo̩maye-me̩, alu kʼi du ñwu me̩-i, kʼama ño̩ gwo̩nyʼane̩ e-ki Jihofa O̩jo̩-me̩ ako ñwu ma ejudaba Jo̩rdan-i; e̩gbale̩ tak e̩ne̩ne̩ne̩ne̩-me̩ adabi tʼe̩wñ kʼi ne̩ kʼomi ko ñwu me̩ le̩. "
21,"U laño̩ ñwa ñwu Joshua iko le̩, kakini, E̩ nʼeju-we̩ do e̩wñ du ki Jihofa O̩jo̩-we̩ chʼamonu meji-i; abe̩le̩ oñ Jihofa achʼojane̩ du ugbo kʼuwe̩ adaba nyi le̩. "
22,"Ame̩ ki railo ma n; todu Jihofa, O̩jo̩-me̩, owñ le̩ chʼe̩ne̩ kʼi ajogu todu me̩."
23,"Tak u gbo̩ko̩bi Jihofa iko le̩, kakini, "
