Verse,Text
1,"Tak e̩gba kʼochu ekebie jo̩, kʼabo Israe̩l la jo̩ ewo ewo amone̩ le̩ kʼo̩-la ma wa jeju Je̩rusale̩m ugboʼkate. "
2,"Taki Je̩shua, o̩ma Jozadak, kpai amo̩maye-wñ ku ma chʼamatama, kpai Ze̩rubabe̩l, o̩ma Shealtie̩l, kpai amo̩maye-wñ, kwane̩ oñ ma fʼubo̩ iche̩bo̩ O̩jo̩ e-Israe̩l ne, kuma che e̩wñ iche̩bo̩ e̩gujo oji-wñ, alu ku ma ko̩ ef uko̩-o̩la Mose̩s e̩ne̩ O̩jo̩ le̩. "
3,"Oñ ma dʼubo̩ le̩ dago e̩gu-wñ; todu okpo chi ma ofe todu abo ojane̩ ojane̩ o̩mo̩; taku ma kwokʼe̩wñ iche̩bo̩ wache oji-wñ ñwu Jihofa, owñ chʼe̩wñ iche̩bo̩ e̩gujo e-odudu kpai e-ane̩. "
4,"Oñ ma fʼuje̩wñ e-ebu emu le̩ de alu ku ma ko̩tane̩, ma fʼaluka e̩wñ iche̩bo̩ e̩gujo che o̩jo̩ñwa o̩jo̩ñwa alu ku ma hio̩me̩-wñ te̩, alu ki dukpe̩ ku ma che o̩jo̩ du; "
5,"ubile̩ taku mafʼiche̩bo̩ e̩gujo o̩ko̩ko̩lo̩ che, kpai e-ochu tito̩ kpai uje̩wñ uyo̩ e-Jihofa kiafo̩ du e-kʼiko-wñ chʼedate̩, kpai e-e̩ne̩ du ki gʼe̩do̩la-wñ akʼe̩wñ wa ñwu Jihofa ele o̩fo. "
6,O̩jo̩ ejodudu ochu ekebie le̩ ma chane̩ eko e̩wñ iche̩bo̩ e̩gujo wa ñwu Jihofa. Ma muda dʼe̩re̩ unyi Jihofa nyane̩ ta n. 
7,"Ma ño̩ kʼo̩ko̩ ñw abo ku ma ne kpai abo ku ma fʼoli; kpʼuje̩wñ kpai omi kpai ekpo ñw abo Saido̩n kpai abo̩ Taya, todu ku ma ko oli sidar kwʼoko Le̩bano̩n wʼo̩la ohimini Jo̩pa, alu ki Sairo̩s, onu Pe̩rsia le̩, bu ñwu ma."
8,"Oñ ef o̩do̩ ekeji ku ma wʼunyi O̩jo̩ Je̩rusale̩m, ochu ekeji-wñ, Zerubabe̩l, o̩ma Shealtie̩l, kpai Je̩shua, o̩ma Jozadak, kpai amo̩maye-ma ki bo̩ ku ma chʼamatama kpai abo Lifai, kpai amone̩ ku ma kwʼef amu le̩ wa Je̩rusale̩m chane̩, oñ ma chi abo Lifai kʼo̩do̩-ma ma nyaru ogu n, ku ma nʼo̩da edejutʼuko̩lo̩ unyi Jihofa. "
9,"Taku Je̩shua kpai amo̩ma-wñ kpai amo̩maye-wñ, kpai Kadmie̩l kpai amo̩ma-wñ, ku ma chʼamo̩ma Juda le̩, kwane̩ aluʼkate ku ma dejutʼabo uko̩lo̩ unyi O̩jo̩; owñ chʼamo̩ma He̩nedad manyʼamo̩ma-ma kpai amo̩maye-ma, abo Lifai le̩."
10,"Tak e̩gba kʼamakunyi dʼe̩re̩ unyi Jihofa nyane̩, ma kʼamatama kʼo̩la-ma che̩mu jo̩ kpai o̩kakachi-ma, kpai abo Lifai ku ma chʼamo̩ma Esaf kpai eicha-ma, ku ma je̩nyu Jihofa, alu ki Defid, onu Israe̩l, ñwa jo̩; "
11,"ef eje̩nyʼu kpai egogbodo̩ Jihofa ma kwokʼeli ñw omune̩, ma kakini,"
12,"Ama amatama kpai abo Lifai wewe kpai amata ku ma dʼoji dufu owñ chʼabogijo ku ma li unyi ejodudu le̩, abu ku ma dʼe̩re̩ unyi-i nyʼane̩ eju-ma, ma kworaku taa, amone̩ wewe la kpʼogu taa noj uyo̩; "
13,"abe̩le̩ amone̩ neke ma ojoji ekuku abo ku ma chʼo̩ga uyo̩ kpai ekuku amone̩ ku ma raku n todu amone̩ le̩ kpʼogu taaa, oñ ma gbʼekuku-wñ o̩najiji."
