Verse,Text
1,Abe̩le̩ onu kpai Heman lewa o̩ko̩te̩ kpai E̩sta o̩ya onu. 
2,"Tak onu ño̩ ka ñw E̩sta o̩jo̩ ekeji-wñ ugbo oko̩te̩ achiwebe̩te̩ma le̩, kakini, E̩wñ chʼebi kʼe̩ bi, o̩ya-mi, E̩sta? Ma la adʼu ñw e̩. E̩wñ e̩ tene? I chaka chʼukpe̩re̩ji ojane̩-mi, ma ache ñw e̩. "
3,"Tak E̩sta o̩ya onu dohi kakini, Iche̩wñ kʼe̩ li mi eju, O onu, kʼi la nyo̩ onu eju, i ki je̩ ñwu ma tʼoji-mi no̩ ñwu mi, ebi kʼu nabi-i; kpai oji abo-mi naño̩ tene ge̩. "
4,"Todu ma mʼuwa ko ta me̩, tʼomi, tʼabo-mi, ku ma kpa wa bie̩, ku ma fʼuwa kpa rinyo̩, kʼa lenyo̩. I la che̩wñ ku ma ma mʼuwa ko ta kʼa mud adu aboke̩le̩ kpai abobule̩, omi ma chechi; ama e̩ne̩ ki akobʼuwa le̩ la neke dʼakoji ofu ki ma bʼonu-i ñw u n. "
5,"Tak onu Ahasurus ko̩la ñw E̩sta, o̩ya onu, kakini, E̩ne̩ de̩? ugbo e̩ne̩ le̩ de̩? e̩ne̩ ajʼ ibenu abe̩i? "
6,"Tak E̩sta kakini, E̩ne̩ ki ache wa o̩pe̩cha kpai e̩nebi ache! Owñ che Heman e̩nebie̩ne̩-i! Tak ailo fu Heman mu eju onu kpai eju o̩ya-wñ le̩. "
7,"Tak onu kwane̩ ke̩do̩fulu kwʼugbo oko̩te̩ achiwebe̩te̩ma le̩ anyʼef uche̩ o̩la unyi onu; taku Heman kwane̩ dago kʼi bi oji-wñ ugbo E̩sta, o̩ya onu, todu i li ka kʼonu fʼe̩bie̩ne̩ ñwa nyʼowñ me̩. "
8,"Tak onu dabi kwʼef uche̩ o̩la unyi onu wʼoko̩te̩ achiwebe̩te̩ma le̩, oñ Heman fiane̩ tʼoj ate̩ ugbo kʼE̩sta gugu; tak onu kakini, I ñ amʼo̩ya onu uja eju-mi, ef unyi-mi-i ge̩? Abu kʼo̩la le̩ kwʼef alu onu dufu ma dʼe̩wñ bʼeju Heman ma. "
9,"Taku Harbo-na, onojiʼka ki dʼo̩gba onu kakini, Go ge̩, oli kʼo̩gba-wñ chʼohiba ooje e-ku Heman che todu Mo̩rde̩kai kʼi ko̩la e̩nyo̩ ñw onu le̩, dago unyi Heman o̩mo̩. Tak onu kakini, Mʼowñ du lo̩ oji-wñ. "
10,Abe̩le̩ ma mu Heman du lo̩ oj oku kʼi ñwo̩che te̩ todu Mo̩rde̩kai. Tak e̩do̩fulu onu nyi.
