Verse,Text
1,"Abe̩le̩ uko̩lo̩ du ku So̩lo̩mo̩n che tod unyi Jihofa takpa. Taku So̩lo̩mo̩n mʼe̩wñ kʼata-wñ Defid ko jo̩ ñw O̩jo̩ le̩ ko wʼejefu-wñ; owñ chʼajifa-wñ kpʼo̩jamalia-wñ kpʼe̩wñ eku du, oñ i mʼu ko jʼef e̩wñ akoko e-unyi O̩jo̩."
2,"Taku So̩lo̩mo̩n kʼabo ki dʼoji dufu Israe̩l kpʼamagboji o̩lo̩pu o̩lo̩pu owñ chʼamidachi ef abogijo amo̩ma Israe̩l, wa jeju Je̩rusale̩m, ku ma dʼakpati alo Jihofa kwʼef ewo Defid, ki che Zayo̩n le̩, te̩gu wa. "
3,Tak aboke̩le̩ Israe̩l chaka kʼo̩la-ma wa jeju ugbo onu ugbo uje̩wñ uyo̩ ki de̩ ochu ekebie le̩. 
4,Oñ abogijo Israe̩l du wa tak abo Lifai mʼakpati le̩ du; 
5,"oñ ma mʼakpati le̩ kpʼunyabo ujeju kpʼe̩wñ eku kiafo̩ du ki jʼef unyabo le̩ ko wa; amatama, ku ma chʼabo Lifai, mʼabʼe-le̩ ko te̩gu wa. "
6,"Taku So̩lo̩mo̩n, onu, kpʼabo ujeju Israe̩l chaka ku ma jʼo̩gba akpati le̩ kʼame̩wño̩re̩ egini kpʼamokumo̩ ku ma ma neke ka aluka uwewe-ma n kpa ñw u. "
7,"Tak amatama mʼakpati alo Jihofa du wʼejefu agugu uña-wñ, owñ chʼejefu unyi le̩, tʼuña kiafo̩ e-efo̩ ofe ika amiche̩rub le̩. "
8,"Amiche̩rub la fʼika-ma nadala abʼoji uña akpati le̩ ma, oñ amiche̩rub bʼakpati le̩ kpʼoli ugbolo-wñ ki jʼate̩-wñ ma. "
9,Ujiji oli ugbolo le̩ je̩ ñwu ma li oj oli ugbo̩lo̩ le̩ ugbo akpati ki dʼo̩gba unyi ejefu le̩; ma muda jʼo̩do̩da aliʼi n. I la jʼo̩mo̩ gbogbo tʼeñini. 
10,"E̩wñ du dʼef akpati le̩ n chai alo meji ku Mose̩s ko jʼo̩mo̩ Hore̩b e̩gba ki Jihofa kpʼalo kpʼamo̩ma Israe̩l, e̩gba ku ma kwʼIjipti wa le̩. "
11,"Oñ i lewatu, e̩gba kʼamatama kwʼef uña kiafo̩ le̩ dufu, (todu amatama du kʼeju-ma dʼane̩ o̩mo̩ fʼo̩la-ma che ki fo, ma la nyeti alu kʼukpe̩-ma de̩ aro̩ne aro̩ne n; "
12,"kpʼabo Lifai ku ma chʼamakeli, owñ chʼo̩chaka abo Esaf kpʼabo Heman kpʼabo Jedutun kpʼamo̩ma-ma kpʼamo̩maye-ma kʼukpo line̩n ku ma hi reju dʼo̩la-ma, nʼoke kpʼubo̩ kpʼumolo dago jo̩ ugbo ubo̩ iche̩bo̩ o̩wo̩ olodudu-wñ, oñ amatama o̩gbo̩ me̩fanʼo̩kakachi afa manyʼuma o̩la. "
13,"I lewatu, e̩gba kʼalu abo ku ma fʼo̩kakachi kpʼabo ku ma keli dabe̩ne̩ kʼalu okate, kʼomu-ma chʼoka kʼamone̩ agbo̩ abu ku ma aje̩nyu ku ma la gogbodo̩ Jihofa,) kpʼe̩gba ku ma chʼomu-ma nyʼate̩, manyʼo̩kakachi kpʼoke kpʼe̩wñ iya ku ma ne̩ keli ku ma je̩nyu ñwu Jihofa ma kakini,"
14,Amatama la nekʼadago ache e̩wñ-ma n noj akpa le̩: todu ojima Jihofa che̩ko̩ ef unyi O̩jo̩.
